transitions,speed_ms,speed_kmh,is_low_speed,is_zero_speed,s1_v_rms,s2_v_rms,v_rms_ratio,v_rms_diff,s1_s_rms,s2_s_rms,s_rms_ratio,s_rms_diff,v_ptp_ratio,s1_s_kurt,s2_s_kurt,s_kurt_diff,car1_v_diff,car1_v_ratio,car2_v_diff,car2_v_ratio,car3_v_diff,car3_v_ratio,car4_v_diff,car4_v_ratio,car5_v_diff,car5_v_ratio,car6_v_diff,car6_v_ratio,car7_v_diff,car7_v_ratio,car8_v_diff,car8_v_ratio,max_car_v_diff,min_car_v_diff,max_car_v_ratio,min_car_v_ratio,car_v_diff_range,band_0_100_s1,band_0_100_s2,band_0_100_ratio,band_0_100_diff,band_100_250_s1,band_100_250_s2,band_100_250_ratio,band_100_250_diff,band_250_500_s1,band_250_500_s2,band_250_500_ratio,band_250_500_diff,band_500_1000_s1,band_500_1000_s2,band_500_1000_ratio,band_500_1000_diff,band_1000_2000_s1,band_1000_2000_s2,band_1000_2000_ratio,band_1000_2000_diff,band_2000_4000_s1,band_2000_4000_s2,band_2000_4000_ratio,band_2000_4000_diff,dominant_wavelength_s1,filename,label
0,0.0,0.0,1,1,0.07696051283775256,0.06084297058863125,1.2649037258397056,0.016117542249121306,1.4995054527767913,1.655530682129241,0.9057551514482769,-0.15602522935244978,0.9046153602933857,15.537912992648923,18.982508977019755,-3.4445959843708316,0.008025967758414104,1.110969427900887,0.0012344190418495798,1.0188535114668937,0.04135547676221313,1.9199921501386121,0.04734089366480762,2.0995426639685957,-0.01599779316309432,0.7898967669730652,0.0007910187502211327,1.0166784627627685,0.021386447178007126,1.314826070747514,0.023611646751726466,1.3956725001968655,0.04734089366480762,-0.01599779316309432,2.0995426639685957,0.7898967669730652,0.06333868682790195,8.192423846156649e-07,1.0637724013978031e-06,0.7629571998211175,-2.4453001678213824e-07,7.313595891749616e-08,1.6813958770500734e-07,0.410554216834759,-9.500362878751118e-08,7.895807941559229e-07,1.072270438487072e-06,0.7295596055082999,-2.82689644331149e-07,2.912249593065844e-07,3.131134153955264e-07,0.9013087833264148,-2.188845608894201e-08,2.1697372167161419e-07,2.5937441758426994e-07,0.8054726340289424,-4.2400695912655755e-08,3.05190983777046e-07,3.748139739317171e-07,0.7930870614152913,-6.962299015467108e-08,0.0,Train11.csv,Normal
974,14.449580877261054,52.018491158139796,0,0,0.4307331642843126,0.6418924379945764,0.6710363482699082,-0.21115927371026383,1.4239663681962773,1.6479036295200937,0.8641077876440446,-0.22393726132381642,0.9528236294545873,33.21359644953425,28.689817790374896,4.523778659159355,-1.079072813012397,0.3164909263038137,-0.05219752280825235,0.8737720032661823,0.17393523634041708,1.334687580911549,0.23320867600030348,1.5834663986172965,-0.012919894328870418,0.9548404901089419,0.014872889627932817,1.0635090740473034,0.017533216128144846,1.0825636402943202,0.03560832592624072,1.244502380949286,0.23320867600030348,-1.079072813012397,1.5834663986172965,0.3164909263038137,1.3122814890127006,0.00036333421647029556,0.0011011563987946779,0.3299539623330283,-0.0007378221823243823,6.573075556882808e-05,5.179742049730138e-05,1.2687517528932357,1.3933335071526701e-05,7.887403093968956e-05,6.000039705552294e-05,1.3143394279946785,1.887363388416662e-05,8.632730222376574e-05,9.829574356669847e-05,0.8781511546697616,-1.1968441342932731e-05,5.312238853211759e-06,8.103695712115767e-06,0.6547249295138422,-2.791456858904008e-06,1.1746204454853358e-06,4.6720703987468875e-06,0.2508762887887615,-3.497449953261552e-06,0.14796370666800485,Train12.csv,Side II
0,0.0,0.0,1,1,0.07668141052187473,0.05962551404673434,1.2860500892498994,0.017055896475140386,1.3164923778397315,1.5000011883671345,0.8776608840531819,-0.18350881052740298,0.9424141476137082,59.50895945968072,59.679062512546835,-0.17010305286611782,0.00919485189553336,1.1327518575348492,0.002784941158632974,1.045356884750833,0.04453697249417775,2.0302469159591436,0.048600537250657466,2.2712003860989602,-0.014225236699394447,0.8135248506175744,-0.0003241322934637095,0.9936157292947008,0.019736016541895565,1.2772832246559664,0.027326695443226426,1.4923551495061862,0.048600537250657466,-0.014225236699394447,2.2712003860989602,0.8135248506175744,0.06282577395005191,8.211343713564114e-07,1.4640367550582641e-06,0.5570650586144675,-6.429023837018528e-07,7.458491414339808e-08,1.2891826076251e-07,0.5368978400248327,-5.433334661911192e-08,7.864072429059951e-07,8.957194685124999e-07,0.8682680126083012,-1.0931222560650475e-07,1.7623942723545296e-07,2.2320390913373444e-07,0.7557310162171668,-4.696448189828148e-08,1.9235652280778265e-07,1.757629781620752e-07,1.0354943956591538,1.659354464570744e-08,3.0453313007111436e-07,3.56018484217982e-07,0.8320157128724404,-5.148535414686765e-08,0.0,Train13.csv,Normal
1100,16.31882850614698,58.74778262212912,0,0,0.4388539208069407,0.47830489345229765,0.9175191758215134,-0.03945097264535696,1.4059228041265646,1.4921993124391948,0.9421816395335176,-0.08627650831263023,0.8747123478283424,28.479177332214846,25.333840472283597,3.1453368599312483,0.03843436424483024,1.1596834893504748,-0.3208047732171394,0.6685032927780723,0.011909478017319453,1.023369093046291,0.06403321989697375,1.1134451145072333,0.024487812624007954,1.110199782687503,-0.10844460000377401,0.6753215946124277,0.1499111819158807,1.650823117134711,0.13943093671627216,1.6690490728469636,0.1499111819158807,-0.3208047732171394,1.6690490728469636,0.6685032927780723,0.4707159551330201,0.00037568208605927436,0.00046648130737746363,0.8053356624613145,-9.079922131818928e-05,5.826285569800225e-05,0.00011072039091226742,0.5261686084370855,-5.2457535214265176e-05,2.7218840958256634e-05,3.386136519250383e-05,0.8035944463283846,-6.642524234247194e-06,0.00016244377864239263,0.00010964799356784089,1.4813674166114972,5.279578507455174e-05,5.560533572215323e-06,6.243878900524083e-06,0.889133553857166,-6.833453283087596e-07,1.478698882260552e-06,1.4347768726668245e-06,1.0234790646469258,4.392200959372755e-08,0.024574235831074247,Train14.csv,Normal
1074,15.933110741456234,57.359198669242446,0,0,0.5179748665511779,0.4388624194844963,1.1802670535265685,0.07911244706668158,1.3465159042048955,1.4451681377509888,0.9317364946773712,-0.09865223354609332,1.2229450521267016,39.832382632043476,40.30954619342127,-0.47716356137779314,-0.2101428981504252,0.5488938187899739,-0.011820411969091893,0.9690473951600065,0.17185608495093607,1.401691591225358,-0.10570767588094854,0.8388675440096565,0.1810626133852707,1.406382481672037,-0.015643943179600883,0.9500866384677749,0.38743881332230884,1.7897196530052915,0.0065487040508094285,1.039776024534621,0.38743881332230884,-0.2101428981504252,1.7897196530052915,0.5488938187899739,0.597581711472734,0.0004075819662739307,0.00045404539299875207,0.8976481120114146,-4.646342672482139e-05,0.0001597899090004651,8.571086126622884e-05,1.8640726030994392,7.407904773423625e-05,9.422224791355457e-05,6.804483856740145e-05,1.3845047596466922,2.617740934615313e-05,0.00014529407801574533,0.00011975421581455808,1.2131676981104063,2.553986220118725e-05,7.472227456755568e-06,8.320171370285252e-06,0.8970076514163832,-8.479439135296839e-07,1.5278670860888136e-06,1.3806437986816386e-06,1.0986760862395286,1.4722328740717501e-07,0.14832277497607876,Train15.csv,Normal
156,2.314306588144481,8.331503717320132,1,0,0.24995669999504785,0.24687577682083175,1.0124796085265828,0.003080923174216099,1.373230148661979,1.4458770076429188,0.9497558450030769,-0.07264685898093992,0.8945025119146639,75.86920392423126,64.27509014185883,11.594113782372432,0.06582089970477985,1.5683036054518142,0.05088116882556004,1.200672133977956,-0.055584657953523464,0.8210052907431342,0.09147106701266577,1.3882403429494439,-0.069913373104948,0.7757719612702038,0.05229953912428528,1.215592902765743,-0.02698359523805205,0.8761573558563891,-0.09087138460208921,0.6103773608574535,0.09147106701266577,-0.09087138460208921,1.5683036054518142,0.6103773608574535,0.18234245161475499,7.619970229510511e-05,9.336831351769518e-05,0.8160321109318951,-1.7168611222590074e-05,5.735463495510556e-05,5.5017763066117134e-05,1.0422854166576356,2.3368718889884223e-06,1.5762386433219234e-05,1.7736598335256376e-05,0.8881919867372443,-1.9742119020371414e-06,2.1776333586789653e-06,2.416391923053852e-06,0.897477995202935,-2.387585643748868e-07,4.0483058372435606e-07,4.555392485219194e-07,0.8695949589850641,-5.0708664797563344e-08,3.388863904273137e-07,4.3769141327995174e-07,0.7569642400431751,-9.880502285263805e-08,0.0,Train16.csv,Normal
951,14.108369008496162,50.790128430586186,0,0,0.5306821652077612,0.5650608093996489,0.9391593736256331,-0.03437864419188763,1.6274733709074134,1.839493112449432,0.884740122724842,-0.21201974154201864,0.9321801021397276,14.173385564793206,14.612931727477175,-0.4395461626839694,-0.254098230727578,0.46242711581534107,-0.09584189571339435,0.7433123238548024,0.07383742961410111,1.1447263185072003,0.022588074824249238,1.0466918727145926,0.02746058453900624,1.0401238550391056,-0.08738894670899222,0.8723919289889693,-0.047989881558430536,0.9155833263637626,-0.03140264544911442,0.9524765542860271,0.07383742961410111,-0.254098230727578,1.1447263185072003,0.46242711581534107,0.3279356603416791,0.000475636297620279,0.0007550487471009914,0.6299328356190291,-0.00027941244948071246,0.000123388027502314,0.00010881102818542358,1.133861989358061,1.4576999316890418e-05,0.0001139889371922663,0.00010112036777982334,1.127148449024116,1.2868569412442964e-05,8.747528017588083e-05,8.028507788634526e-05,1.0894226953699313,7.190202289535563e-06,7.935239461428574e-06,8.395327023706444e-06,0.9440726623780333,-4.6008756227787046e-07,6.821294533387439e-06,3.275996430854578e-06,2.0758679070182215,3.5452981025328607e-06,0.144469697167631,Train17.csv,Normal
1028,15.250687003926451,54.90247321413523,0,0,0.37157394936754146,0.3820889676068459,0.9724801581423163,-0.010515018239304452,1.5337297162442227,1.5848379298935098,0.9677517666868064,-0.05110821364928708,1.0093628652135371,18.09936116656951,15.914684792921603,2.184676373647905,0.06907617129827112,1.3750505410472562,-0.02061465618112826,0.9056863692106396,-0.014462346015014838,0.9625365628677325,-0.18707315161110488,0.6828081398637369,0.22445603134914954,1.554069240767337,-0.21358169302119068,0.6081897939846176,0.0736778978219357,1.3157203620135935,0.045520291266319624,1.1677286441040173,0.22445603134914954,-0.21358169302119068,1.554069240767337,0.6081897939846176,0.4380377243703402,0.00021313312759534798,0.00020700806548951177,1.0295387848948188,6.125062105836207e-06,7.433628067371952e-05,9.456238784076948e-05,0.7860252064152037,-2.0226107167049953e-05,3.2436851164493765e-05,3.163663997257089e-05,1.024969829106906,8.002111919228763e-07,0.0001027334961366576,0.00010839257399003179,0.9477034756213862,-5.659077853374187e-06,5.94248027066592e-06,5.531292674414921e-06,1.0723996402686595,4.111875962509986e-07,1.2967862515178508e-06,1.2645638385515896e-06,1.017435307902282,3.222241296626117e-08,0.02739772537537792,Train18.csv,Normal
33,0.4895648551844094,1.7624334786638738,1,0,0.07623365537769383,0.05897725485464658,1.2925939438795064,0.01725640052304725,1.3350375935870975,1.4217898622047254,0.9389837553962149,-0.08675226861762786,0.8776896681674881,21.199434542392716,18.79750953571005,2.401925006682667,0.007570705541651665,1.1027507624820998,-0.0005122018384724758,0.9923205963161231,0.04932620933325047,2.4046062896245286,0.04207237080837143,1.9121278252535854,-0.010846780812202389,0.8450301538396358,0.0016586481533545985,1.0379789799784138,0.02232731223528865,1.3214547906092475,0.026997983848237782,1.4964356185757548,0.04932620933325047,-0.010846780812202389,2.4046062896245286,0.8450301538396358,0.06017299014545286,6.650791495984296e-07,1.168297895745901e-06,0.5644405816216899,-5.032187461474714e-07,6.215907947926834e-08,1.3432414865806486e-07,0.43069077529455346,-7.216506917879652e-08,5.302666453040324e-07,6.252135084136978e-07,0.8347849003215525,-9.494686310966545e-08,4.4733742549265274e-07,5.000368448558676e-07,0.8770688431716472,-5.2699419363214873e-08,2.1872838959290293e-07,2.283550696888463e-07,0.9176578030349241,-9.626680095943384e-09,2.518037017451578e-07,3.117525597577624e-07,0.7826004614686922,-5.994885801260458e-08,0.0,Train19.csv,Normal
642,9.524261728133057,34.287342221279005,0,0,0.4197590761873707,0.3731519328972904,1.1249012210098792,0.04660714329008031,1.4406269447586086,1.5497745385990298,0.9295719471331564,-0.10914759384042116,1.1721027021893173,17.717483860632576,18.11570326900678,-0.398219408374203,0.005206328341579108,1.0359114430065395,-0.0016139284450488178,0.9917645949328907,-0.0021168825391691404,0.9917406484522983,0.010583955284763441,1.0433916043966167,0.13437466827306666,1.5234407871655236,-0.49387487431976873,0.3948765000227517,0.5041004188426927,2.2703805053255985,0.18947566182003908,1.9490728764765204,0.5041004188426927,-0.49387487431976873,2.2703805053255985,0.3948765000227517,0.9979752931624615,0.0005093857093633184,0.00029782662457929356,1.7102856644405187,0.00021155908478402485,2.0067939964881242e-05,2.0890376874206977e-05,0.9601712010105884,-8.224369093257349e-07,5.076356633021551e-05,6.174522930216338e-05,0.8220124336650659,-1.098166297194787e-05,4.067682864694041e-05,4.7270813700381224e-05,0.8603242089848473,-6.593985053440817e-06,2.7144615004968726e-06,2.87897204700333e-06,0.9395942419423984,-1.645105465064573e-07,1.0568508336586467e-06,9.420134487196157e-07,1.1101217478387824,1.1483738493903102e-07,0.02566537890349185,Train20.csv,Normal
1087,16.125969623801605,58.053490645685784,0,0,0.3410357625003497,0.3593132442818997,0.949132152616863,-0.018277481781549976,1.3375948669533737,1.4944946679914028,0.8950148077817834,-0.15689980103802914,0.9549953930669163,26.972995967453972,30.2181848673092,-3.245188899855229,-0.1727400457491124,0.613080116416655,-0.029030890147500488,0.9047786462363011,-0.01975946964134373,0.9528035360353637,0.013009852765253238,1.0270364204323164,0.03874796132047015,1.1390409577867262,0.021910500909053943,1.0768957105179948,-0.01356685780515876,0.9567509362556756,0.025212823029854114,1.091159672443311,0.03874796132047015,-0.1727400457491124,1.1390409577867262,0.613080116416655,0.21148800706958254,0.00014243396731571835,0.00021662865325860185,0.6574725478268864,-7.41946859428835e-05,4.2638420090928394e-05,2.7674724993986123e-05,1.5401424467893619,1.496369509694227e-05,2.6305365219889965e-05,2.4773976263381854e-05,1.0613859915108115,1.531388956508111e-06,0.0002571315216769477,0.00015210042347755064,1.6904267031699947,0.00010503109819939705,4.0971171494446105e-06,4.179842732129984e-06,0.9778689586665621,-8.272558268537323e-08,9.703791308242138e-07,1.190174175654988e-06,0.8085319202061944,-2.1979504483077417e-07,0.02897016292124105,Train21.csv,Normal
